Time, Probe1 ºF, Probe 2 ºF, Probe 3 ºF, Probe 4 ºF
Sep 8  2019  4:51:06 AM,130.6, No Probe, No Probe,241.0
Sep 8  2019  4:51:16 AM,130.6, No Probe, No Probe,241.2
Sep 8  2019  4:51:26 AM,130.8, No Probe, No Probe,241.1
Sep 8  2019  4:51:37 AM,130.9, No Probe, No Probe,241.1
Sep 8  2019  4:51:46 AM,131.0, No Probe, No Probe,240.6
Sep 8  2019  4:51:56 AM,131.1, No Probe, No Probe,240.1
Sep 8  2019  4:52:07 AM,131.2, No Probe, No Probe,239.4
Sep 8  2019  4:52:16 AM,131.3, No Probe, No Probe,238.9
Sep 8  2019  4:52:26 AM,131.4, No Probe, No Probe,237.7
Sep 8  2019  4:52:36 AM,131.5, No Probe, No Probe,237.3
Sep 8  2019  4:52:46 AM,131.7, No Probe, No Probe,237.1
Sep 8  2019  4:52:56 AM,131.7, No Probe, No Probe,237.1
Sep 8  2019  4:53:06 AM,131.8, No Probe, No Probe,237.1
Sep 8  2019  4:53:16 AM,131.9, No Probe, No Probe,237.2
Sep 8  2019  4:53:27 AM,132.1, No Probe, No Probe,237.4
Sep 8  2019  4:53:36 AM,132.1, No Probe, No Probe,237.4
Sep 8  2019  4:53:46 AM,132.3, No Probe, No Probe,237.5
Sep 8  2019  4:53:56 AM,132.4, No Probe, No Probe,237.3
Sep 8  2019  4:54:06 AM,132.5, No Probe, No Probe,237.8
Sep 8  2019  4:54:16 AM,132.6, No Probe, No Probe,238.0
Sep 8  2019  4:54:26 AM,132.7, No Probe, No Probe,238.6
Sep 8  2019  4:54:37 AM,132.9, No Probe, No Probe,238.8
Sep 8  2019  4:54:47 AM,133.0, No Probe, No Probe,239.5
Sep 8  2019  4:54:58 AM,133.1, No Probe, No Probe,239.8
Sep 8  2019  4:55:08 AM,133.3, No Probe, No Probe,240.3
Sep 8  2019  4:55:19 AM,133.3, No Probe, No Probe,239.7
Sep 8  2019  4:55:28 AM,133.5, No Probe, No Probe,239.4
Sep 8  2019  4:55:38 AM,133.6, No Probe, No Probe,239.3
Sep 8  2019  4:55:49 AM,133.8, No Probe, No Probe,240.5
Sep 8  2019  4:55:58 AM,133.8, No Probe, No Probe,239.8
Sep 8  2019  4:56:08 AM,133.9, No Probe, No Probe,239.9
Sep 8  2019  4:56:19 AM,134.1, No Probe, No Probe,240.4
Sep 8  2019  4:56:29 AM,134.2, No Probe, No Probe,239.9
Sep 8  2019  4:56:38 AM,134.3, No Probe, No Probe,239.9
Sep 8  2019  4:56:48 AM,134.4, No Probe, No Probe,240.5
Sep 8  2019  4:56:58 AM,134.5, No Probe, No Probe,239.3
Sep 8  2019  4:57:08 AM,134.6, No Probe, No Probe,240.0
Sep 8  2019  4:57:18 AM,134.8, No Probe, No Probe,239.8
Sep 8  2019  4:57:28 AM,134.8, No Probe, No Probe,239.9
Sep 8  2019  4:57:38 AM,135.0, No Probe, No Probe,240.3
Sep 8  2019  4:57:48 AM,135.1, No Probe, No Probe,239.4
Sep 8  2019  4:57:59 AM,135.2, No Probe, No Probe,239.5
Sep 8  2019  4:58:09 AM,135.3, No Probe, No Probe,240.2
Sep 8  2019  4:58:18 AM,135.4, No Probe, No Probe,240.6
Sep 8  2019  4:58:28 AM,135.4, No Probe, No Probe,239.2
Sep 8  2019  4:58:38 AM,135.6, No Probe, No Probe,238.9
Sep 8  2019  4:58:48 AM,135.7, No Probe, No Probe,237.8
Sep 8  2019  4:58:59 AM,135.8, No Probe, No Probe,237.7
Sep 8  2019  4:59:09 AM,135.9, No Probe, No Probe,238.8
Sep 8  2019  4:59:18 AM,136.2, No Probe, No Probe,240.2
Sep 8  2019  4:59:28 AM,136.2, No Probe, No Probe,240.5
Sep 8  2019  4:59:38 AM,136.3, No Probe, No Probe,239.1
Sep 8  2019  4:59:48 AM,136.3, No Probe, No Probe,240.0
Sep 8  2019  4:59:58 AM,136.6, No Probe, No Probe,240.8
Sep 8  2019  5:00:08 AM,136.6, No Probe, No Probe,239.9
Sep 8  2019  5:00:18 AM,136.6, No Probe, No Probe,238.8
Sep 8  2019  5:00:28 AM,136.8, No Probe, No Probe,239.8
Sep 8  2019  5:00:39 AM,136.9, No Probe, No Probe,240.6
Sep 8  2019  5:00:51 AM,137.0, No Probe, No Probe,239.7
Sep 8  2019  5:01:02 AM,137.1, No Probe, No Probe,238.9
Sep 8  2019  5:01:11 AM,137.2, No Probe, No Probe,239.9
Sep 8  2019  5:01:21 AM,137.4, No Probe, No Probe,241.2
Sep 8  2019  5:01:32 AM,137.5, No Probe, No Probe,240.4
Sep 8  2019  5:01:41 AM,137.5, No Probe, No Probe,238.4
Sep 8  2019  5:01:51 AM,137.7, No Probe, No Probe,239.2
Sep 8  2019  5:02:01 AM,137.7, No Probe, No Probe,240.8
Sep 8  2019  5:02:11 AM,137.8, No Probe, No Probe,240.1
Sep 8  2019  5:02:21 AM,137.9, No Probe, No Probe,239.5
Sep 8  2019  5:02:31 AM,138.0, No Probe, No Probe,240.5
Sep 8  2019  5:02:42 AM,138.1, No Probe, No Probe,240.7
Sep 8  2019  5:02:51 AM,138.3, No Probe, No Probe,238.7
Sep 8  2019  5:03:02 AM,138.4, No Probe, No Probe,239.2
Sep 8  2019  5:03:11 AM,138.4, No Probe, No Probe,240.2
Sep 8  2019  5:03:22 AM,138.5, No Probe, No Probe,240.3
Sep 8  2019  5:03:32 AM,138.6, No Probe, No Probe,239.0
Sep 8  2019  5:03:41 AM,138.7, No Probe, No Probe,239.0
Sep 8  2019  5:03:51 AM,138.7, No Probe, No Probe,240.5
Sep 8  2019  5:04:01 AM,138.8, No Probe, No Probe,240.6
Sep 8  2019  5:04:11 AM,139.0, No Probe, No Probe,239.3
Sep 8  2019  5:04:21 AM,139.0, No Probe, No Probe,240.0
Sep 8  2019  5:04:31 AM,139.2, No Probe, No Probe,240.6
Sep 8  2019  5:04:41 AM,139.2, No Probe, No Probe,239.1
Sep 8  2019  5:04:51 AM,139.4, No Probe, No Probe,239.7
Sep 8  2019  5:05:01 AM,139.5, No Probe, No Probe,241.0
Sep 8  2019  5:05:12 AM,139.5, No Probe, No Probe,239.7
Sep 8  2019  5:05:21 AM,139.6, No Probe, No Probe,239.6
Sep 8  2019  5:05:31 AM,139.7, No Probe, No Probe,240.4
Sep 8  2019  5:05:41 AM,139.8, No Probe, No Probe,239.6
Sep 8  2019  5:05:51 AM,139.9, No Probe, No Probe,239.7
Sep 8  2019  5:06:01 AM,140.1, No Probe, No Probe,240.6
Sep 8  2019  5:06:11 AM,140.1, No Probe, No Probe,239.8
Sep 8  2019  5:06:21 AM,140.2, No Probe, No Probe,239.5
Sep 8  2019  5:06:31 AM,140.2, No Probe, No Probe,240.6
Sep 8  2019  5:06:42 AM,140.3, No Probe, No Probe,240.2
Sep 8  2019  5:06:54 AM,140.5, No Probe, No Probe,239.9
Sep 8  2019  5:07:04 AM,140.6, No Probe, No Probe,241.8
Sep 8  2019  5:07:14 AM,140.7, No Probe, No Probe,240.6
Sep 8  2019  5:07:24 AM,140.8, No Probe, No Probe,240.2
Sep 8  2019  5:07:34 AM,140.8, No Probe, No Probe,239.5
Sep 8  2019  5:07:44 AM,140.9, No Probe, No Probe,240.0
Sep 8  2019  5:07:54 AM,141.0, No Probe, No Probe,240.7
Sep 8  2019  5:08:04 AM,141.1, No Probe, No Probe,239.8
Sep 8  2019  5:08:14 AM,141.1, No Probe, No Probe,239.6
Sep 8  2019  5:08:24 AM,141.2, No Probe, No Probe,240.0
Sep 8  2019  5:08:34 AM,141.3, No Probe, No Probe,240.6
Sep 8  2019  5:08:44 AM,141.4, No Probe, No Probe,239.4
Sep 8  2019  5:08:54 AM,141.5, No Probe, No Probe,240.5
Sep 8  2019  5:09:04 AM,141.6, No Probe, No Probe,238.9
Sep 8  2019  5:09:14 AM,141.6, No Probe, No Probe,240.1
Sep 8  2019  5:09:24 AM,141.7, No Probe, No Probe,239.9
Sep 8  2019  5:09:34 AM,141.9, No Probe, No Probe,239.9
Sep 8  2019  5:09:45 AM,141.9, No Probe, No Probe,240.6
Sep 8  2019  5:09:54 AM,142.0, No Probe, No Probe,239.3
Sep 8  2019  5:10:05 AM,142.0, No Probe, No Probe,239.3
Sep 8  2019  5:10:14 AM,142.1, No Probe, No Probe,239.4
Sep 8  2019  5:10:25 AM,142.3, No Probe, No Probe,240.6
Sep 8  2019  5:10:34 AM,142.4, No Probe, No Probe,239.9
Sep 8  2019  5:10:44 AM,142.4, No Probe, No Probe,238.7
Sep 8  2019  5:10:55 AM,142.5, No Probe, No Probe,239.8
Sep 8  2019  5:11:05 AM,142.6, No Probe, No Probe,240.7
Sep 8  2019  5:11:14 AM,142.6, No Probe, No Probe,239.5
Sep 8  2019  5:11:25 AM,142.7, No Probe, No Probe,240.5
Sep 8  2019  5:11:35 AM,142.8, No Probe, No Probe,239.2
Sep 8  2019  5:11:44 AM,142.9, No Probe, No Probe,239.1
Sep 8  2019  5:11:54 AM,142.9, No Probe, No Probe,239.8
Sep 8  2019  5:12:04 AM,143.0, No Probe, No Probe,239.8
Sep 8  2019  5:12:14 AM,143.1, No Probe, No Probe,240.7
Sep 8  2019  5:12:25 AM,143.1, No Probe, No Probe,240.5
Sep 8  2019  5:12:34 AM,143.2, No Probe, No Probe,239.9
Sep 8  2019  5:12:39 AM,143.3, No Probe, No Probe,240.3
Sep 8  2019  5:12:49 AM,143.4, No Probe, No Probe,239.2
Sep 8  2019  5:12:59 AM,143.4, No Probe, No Probe,239.5
Sep 8  2019  5:13:09 AM,143.5, No Probe, No Probe,240.5
Sep 8  2019  5:13:20 AM,143.5, No Probe, No Probe,239.5
Sep 8  2019  5:13:31 AM,143.7, No Probe, No Probe,239.5
Sep 8  2019  5:13:40 AM,143.7, No Probe, No Probe,239.9
Sep 8  2019  5:13:50 AM,143.8, No Probe, No Probe,240.3
Sep 8  2019  5:14:00 AM,143.9, No Probe, No Probe,239.2
Sep 8  2019  5:14:10 AM,143.9, No Probe, No Probe,238.8
Sep 8  2019  5:14:20 AM,144.0, No Probe, No Probe,239.3
Sep 8  2019  5:14:30 AM,144.1, No Probe, No Probe,240.3
Sep 8  2019  5:14:40 AM,144.1, No Probe, No Probe,240.3
Sep 8  2019  5:14:51 AM,144.2, No Probe, No Probe,240.3
Sep 8  2019  5:15:01 AM,144.3, No Probe, No Probe,239.9
Sep 8  2019  5:15:10 AM,144.3, No Probe, No Probe,240.3
Sep 8  2019  5:15:20 AM,144.4, No Probe, No Probe,239.7
Sep 8  2019  5:15:30 AM,144.4, No Probe, No Probe,240.3
Sep 8  2019  5:15:40 AM,144.5, No Probe, No Probe,239.6
Sep 8  2019  5:15:50 AM,144.6, No Probe, No Probe,240.3
Sep 8  2019  5:16:01 AM,144.7, No Probe, No Probe,239.9
Sep 8  2019  5:16:11 AM,144.7, No Probe, No Probe,240.3
Sep 8  2019  5:16:20 AM,144.8, No Probe, No Probe,239.8
Sep 8  2019  5:16:30 AM,144.8, No Probe, No Probe,239.8
Sep 8  2019  5:16:40 AM,144.8, No Probe, No Probe,240.3
Sep 8  2019  5:16:50 AM,144.9, No Probe, No Probe,239.5
Sep 8  2019  5:17:00 AM,145.0, No Probe, No Probe,240.2
Sep 8  2019  5:17:10 AM,145.0, No Probe, No Probe,238.9
Sep 8  2019  5:17:21 AM,145.1, No Probe, No Probe,239.9
Sep 8  2019  5:17:30 AM,145.2, No Probe, No Probe,240.3
Sep 8  2019  5:17:40 AM,145.2, No Probe, No Probe,240.0
Sep 8  2019  5:17:50 AM,145.2, No Probe, No Probe,238.6
Sep 8  2019  5:18:00 AM,145.3, No Probe, No Probe,239.6
Sep 8  2019  5:18:10 AM,145.3, No Probe, No Probe,240.5
Sep 8  2019  5:18:20 AM,145.3, No Probe, No Probe,239.7
Sep 8  2019  5:18:27 AM,145.4, No Probe, No Probe,239.9
Sep 8  2019  5:18:38 AM,145.5, No Probe, No Probe,238.9
Sep 8  2019  5:18:47 AM,145.5, No Probe, No Probe,241.0
Sep 8  2019  5:18:57 AM,145.6, No Probe, No Probe,239.2
Sep 8  2019  5:19:07 AM,145.6, No Probe, No Probe,240.4
Sep 8  2019  5:19:17 AM,145.7, No Probe, No Probe,239.0
Sep 8  2019  5:19:27 AM,145.7, No Probe, No Probe,239.9
Sep 8  2019  5:19:37 AM,145.8, No Probe, No Probe,240.4
Sep 8  2019  5:19:47 AM,145.9, No Probe, No Probe,239.3
Sep 8  2019  5:19:58 AM,146.0, No Probe, No Probe,240.3
Sep 8  2019  5:20:07 AM,145.9, No Probe, No Probe,239.2
Sep 8  2019  5:20:17 AM,146.0, No Probe, No Probe,240.3
Sep 8  2019  5:20:27 AM,146.1, No Probe, No Probe,239.8
Sep 8  2019  5:20:37 AM,146.1, No Probe, No Probe,238.6
Sep 8  2019  5:20:47 AM,146.2, No Probe, No Probe,240.3
Sep 8  2019  5:20:57 AM,146.2, No Probe, No Probe,240.3
Sep 8  2019  5:21:07 AM,146.3, No Probe, No Probe,238.4
Sep 8  2019  5:21:17 AM,146.3, No Probe, No Probe,239.7
Sep 8  2019  5:21:27 AM,146.4, No Probe, No Probe,240.9
Sep 8  2019  5:21:37 AM,146.4, No Probe, No Probe,239.2
Sep 8  2019  5:21:47 AM,146.5, No Probe, No Probe,238.7
Sep 8  2019  5:21:57 AM,146.5, No Probe, No Probe,240.2
Sep 8  2019  5:22:07 AM,146.5, No Probe, No Probe,239.5
Sep 8  2019  5:22:17 AM,146.7, No Probe, No Probe,238.3
Sep 8  2019  5:22:28 AM,146.6, No Probe, No Probe,238.6
Sep 8  2019  5:22:37 AM,146.7, No Probe, No Probe,240.6
Sep 8  2019  5:22:47 AM,146.8, No Probe, No Probe,239.5
Sep 8  2019  5:22:58 AM,146.9, No Probe, No Probe,238.9
Sep 8  2019  5:23:07 AM,146.9, No Probe, No Probe,239.2
Sep 8  2019  5:23:17 AM,146.9, No Probe, No Probe,238.9
Sep 8  2019  5:23:27 AM,147.0, No Probe, No Probe,240.2
Sep 8  2019  5:23:38 AM,147.0, No Probe, No Probe,240.0
Sep 8  2019  5:23:47 AM,147.1, No Probe, No Probe,238.8
Sep 8  2019  5:23:58 AM,147.1, No Probe, No Probe,238.3
Sep 8  2019  5:24:07 AM,147.1, No Probe, No Probe,237.8
Sep 8  2019  5:24:20 AM,147.2, No Probe, No Probe,237.1
Sep 8  2019  5:24:31 AM,147.3, No Probe, No Probe,236.8
Sep 8  2019  5:24:40 AM,147.3, No Probe, No Probe,236.8
Sep 8  2019  5:24:50 AM,147.3, No Probe, No Probe,236.5
Sep 8  2019  5:25:00 AM,147.3, No Probe, No Probe,236.9
Sep 8  2019  5:25:11 AM,147.4, No Probe, No Probe,236.5
Sep 8  2019  5:25:20 AM,147.4, No Probe, No Probe,236.9
Sep 8  2019  5:25:30 AM,147.5, No Probe, No Probe,237.3
Sep 8  2019  5:25:40 AM,147.5, No Probe, No Probe,237.8
Sep 8  2019  5:25:50 AM,147.6, No Probe, No Probe,238.6
Sep 8  2019  5:26:00 AM,147.6, No Probe, No Probe,238.5
Sep 8  2019  5:26:10 AM,147.6, No Probe, No Probe,239.0
Sep 8  2019  5:26:20 AM,147.7, No Probe, No Probe,238.9
Sep 8  2019  5:26:30 AM,147.6, No Probe, No Probe,238.8
Sep 8  2019  5:26:41 AM,147.8, No Probe, No Probe,238.4
Sep 8  2019  5:26:51 AM,147.8, No Probe, No Probe,238.6
Sep 8  2019  5:27:01 AM,147.8, No Probe, No Probe,238.3
Sep 8  2019  5:27:10 AM,147.9, No Probe, No Probe,238.6
Sep 8  2019  5:27:20 AM,147.9, No Probe, No Probe,239.0
Sep 8  2019  5:27:30 AM,147.9, No Probe, No Probe,238.8
Sep 8  2019  5:27:40 AM,148.0, No Probe, No Probe,239.5
Sep 8  2019  5:27:50 AM,148.0, No Probe, No Probe,239.3
Sep 8  2019  5:28:00 AM,148.0, No Probe, No Probe,240.4
Sep 8  2019  5:28:10 AM,148.1, No Probe, No Probe,240.0
Sep 8  2019  5:28:21 AM,148.2, No Probe, No Probe,239.5
Sep 8  2019  5:28:31 AM,148.2, No Probe, No Probe,239.5
Sep 8  2019  5:28:41 AM,148.2, No Probe, No Probe,239.9
Sep 8  2019  5:28:51 AM,148.2, No Probe, No Probe,240.2
Sep 8  2019  5:29:00 AM,148.3, No Probe, No Probe,239.9
Sep 8  2019  5:29:10 AM,148.3, No Probe, No Probe,239.3
Sep 8  2019  5:29:20 AM,148.3, No Probe, No Probe,238.8
Sep 8  2019  5:29:31 AM,148.4, No Probe, No Probe,238.5
Sep 8  2019  5:29:41 AM,148.4, No Probe, No Probe,238.6
Sep 8  2019  5:29:50 AM,148.4, No Probe, No Probe,238.4
Sep 8  2019  5:30:00 AM,148.4, No Probe, No Probe,238.2
Sep 8  2019  5:30:08 AM,148.5, No Probe, No Probe,237.4
Sep 8  2019  5:30:19 AM,148.5, No Probe, No Probe,236.7
Sep 8  2019  5:30:28 AM,148.6, No Probe, No Probe,236.0
Sep 8  2019  5:30:38 AM,148.6, No Probe, No Probe,235.2
Sep 8  2019  5:30:49 AM,148.6, No Probe, No Probe,235.2
Sep 8  2019  5:30:58 AM,148.7, No Probe, No Probe,234.4
Sep 8  2019  5:31:08 AM,148.6, No Probe, No Probe,233.2
Sep 8  2019  5:31:18 AM,148.7, No Probe, No Probe,232.8
Sep 8  2019  5:31:28 AM,148.7, No Probe, No Probe,232.2
Sep 8  2019  5:31:39 AM,148.8, No Probe, No Probe,231.8
Sep 8  2019  5:31:48 AM,148.8, No Probe, No Probe,231.3
Sep 8  2019  5:31:58 AM,148.8, No Probe, No Probe,231.0
Sep 8  2019  5:32:08 AM,148.8, No Probe, No Probe,231.5
Sep 8  2019  5:32:18 AM,148.9, No Probe, No Probe,231.2
Sep 8  2019  5:32:29 AM,148.9, No Probe, No Probe,230.9
Sep 8  2019  5:32:38 AM,148.9, No Probe, No Probe,230.3
Sep 8  2019  5:32:48 AM,149.0, No Probe, No Probe,230.6
Sep 8  2019  5:32:58 AM,149.0, No Probe, No Probe,231.9
Sep 8  2019  5:33:08 AM,149.0, No Probe, No Probe,232.3
Sep 8  2019  5:33:19 AM,149.1, No Probe, No Probe,233.3
Sep 8  2019  5:33:28 AM,149.0, No Probe, No Probe,234.6
Sep 8  2019  5:33:38 AM,149.1, No Probe, No Probe,235.3
Sep 8  2019  5:33:48 AM,149.1, No Probe, No Probe,236.2
Sep 8  2019  5:33:58 AM,149.1, No Probe, No Probe,238.3
Sep 8  2019  5:34:08 AM,149.1, No Probe, No Probe,239.7
Sep 8  2019  5:34:18 AM,149.1, No Probe, No Probe,239.7
Sep 8  2019  5:34:28 AM,149.2, No Probe, No Probe,239.8
Sep 8  2019  5:34:38 AM,149.2, No Probe, No Probe,240.5
Sep 8  2019  5:34:48 AM,149.3, No Probe, No Probe,239.3
Sep 8  2019  5:34:58 AM,149.3, No Probe, No Probe,239.9
Sep 8  2019  5:35:08 AM,149.3, No Probe, No Probe,239.6
Sep 8  2019  5:35:19 AM,149.3, No Probe, No Probe,240.4
Sep 8  2019  5:35:28 AM,149.3, No Probe, No Probe,239.1
Sep 8  2019  5:35:39 AM,149.4, No Probe, No Probe,238.9
Sep 8  2019  5:35:48 AM,149.3, No Probe, No Probe,238.5
Sep 8  2019  5:35:58 AM,149.4, No Probe, No Probe,238.6
Sep 8  2019  5:36:10 AM,149.4, No Probe, No Probe,239.8
Sep 8  2019  5:36:20 AM,149.4, No Probe, No Probe,239.1
Sep 8  2019  5:36:30 AM,149.5, No Probe, No Probe,238.9
Sep 8  2019  5:36:40 AM,149.5, No Probe, No Probe,238.9
Sep 8  2019  5:36:50 AM,149.5, No Probe, No Probe,238.5
Sep 8  2019  5:37:00 AM,149.5, No Probe, No Probe,238.0
Sep 8  2019  5:37:11 AM,149.5, No Probe, No Probe,237.8
Sep 8  2019  5:37:20 AM,149.6, No Probe, No Probe,237.4
Sep 8  2019  5:37:31 AM,149.7, No Probe, No Probe,237.4
Sep 8  2019  5:37:40 AM,149.6, No Probe, No Probe,237.1
Sep 8  2019  5:37:50 AM,149.5, No Probe, No Probe,236.4
Sep 8  2019  5:38:01 AM,149.7, No Probe, No Probe,236.3
Sep 8  2019  5:38:10 AM,149.7, No Probe, No Probe,236.2
Sep 8  2019  5:38:20 AM,149.8, No Probe, No Probe,235.6
Sep 8  2019  5:38:30 AM,149.8, No Probe, No Probe,235.1
Sep 8  2019  5:38:40 AM,149.8, No Probe, No Probe,235.3
Sep 8  2019  5:38:50 AM,149.8, No Probe, No Probe,235.2
Sep 8  2019  5:39:00 AM,149.8, No Probe, No Probe,235.6
Sep 8  2019  5:39:11 AM,149.9, No Probe, No Probe,235.4
Sep 8  2019  5:39:20 AM,149.8, No Probe, No Probe,234.7
Sep 8  2019  5:39:31 AM,149.8, No Probe, No Probe,234.3
Sep 8  2019  5:39:40 AM,149.9, No Probe, No Probe,234.6
Sep 8  2019  5:39:50 AM,149.9, No Probe, No Probe,234.1
Sep 8  2019  5:40:01 AM,149.9, No Probe, No Probe,234.2
Sep 8  2019  5:40:10 AM,149.9, No Probe, No Probe,234.1
Sep 8  2019  5:40:20 AM,149.9, No Probe, No Probe,233.6
Sep 8  2019  5:40:30 AM,149.9, No Probe, No Probe,233.0
Sep 8  2019  5:40:40 AM,149.9, No Probe, No Probe,232.6
Sep 8  2019  5:40:50 AM,150.0, No Probe, No Probe,232.4
Sep 8  2019  5:41:00 AM,150.0, No Probe, No Probe,232.1
Sep 8  2019  5:41:10 AM,150.1, No Probe, No Probe,231.7
Sep 8  2019  5:41:20 AM,150.1, No Probe, No Probe,231.3
Sep 8  2019  5:41:30 AM,150.1, No Probe, No Probe,230.8
Sep 8  2019  5:41:40 AM,150.1, No Probe, No Probe,230.9
Sep 8  2019  5:41:52 AM,150.1, No Probe, No Probe,231.3
Sep 8  2019  5:42:02 AM,150.2, No Probe, No Probe,231.6
Sep 8  2019  5:42:13 AM,150.2, No Probe, No Probe,231.8
Sep 8  2019  5:42:22 AM,150.2, No Probe, No Probe,232.2
Sep 8  2019  5:42:32 AM,150.3, No Probe, No Probe,232.4
Sep 8  2019  5:42:42 AM,150.2, No Probe, No Probe,232.6
Sep 8  2019  5:42:52 AM,150.3, No Probe, No Probe,232.7
Sep 8  2019  5:43:02 AM,150.3, No Probe, No Probe,232.7
Sep 8  2019  5:43:12 AM,150.3, No Probe, No Probe,232.7
Sep 8  2019  5:43:22 AM,150.3, No Probe, No Probe,232.4
Sep 8  2019  5:43:32 AM,150.4, No Probe, No Probe,232.6
Sep 8  2019  5:43:42 AM,150.4, No Probe, No Probe,232.5
Sep 8  2019  5:43:52 AM,150.5, No Probe, No Probe,232.8
Sep 8  2019  5:44:02 AM,150.4, No Probe, No Probe,232.4
Sep 8  2019  5:44:13 AM,150.4, No Probe, No Probe,232.7
Sep 8  2019  5:44:22 AM,150.4, No Probe, No Probe,233.5
Sep 8  2019  5:44:32 AM,150.5, No Probe, No Probe,233.7
Sep 8  2019  5:44:42 AM,150.5, No Probe, No Probe,233.7
Sep 8  2019  5:44:52 AM,150.5, No Probe, No Probe,233.6
Sep 8  2019  5:45:02 AM,150.5, No Probe, No Probe,233.4
Sep 8  2019  5:45:12 AM,150.6, No Probe, No Probe,233.5
Sep 8  2019  5:45:22 AM,150.6, No Probe, No Probe,233.8
Sep 8  2019  5:45:32 AM,150.6, No Probe, No Probe,233.4
Sep 8  2019  5:45:42 AM,150.6, No Probe, No Probe,233.6
Sep 8  2019  5:45:52 AM,150.6, No Probe, No Probe,233.5
Sep 8  2019  5:46:02 AM,150.6, No Probe, No Probe,233.9
Sep 8  2019  5:46:12 AM,150.6, No Probe, No Probe,234.3
Sep 8  2019  5:46:22 AM,150.7, No Probe, No Probe,234.4
Sep 8  2019  5:46:32 AM,150.7, No Probe, No Probe,234.1
Sep 8  2019  5:46:42 AM,150.7, No Probe, No Probe,234.6
Sep 8  2019  5:46:53 AM,150.7, No Probe, No Probe,234.1
Sep 8  2019  5:47:02 AM,150.8, No Probe, No Probe,234.7
Sep 8  2019  5:47:12 AM,150.7, No Probe, No Probe,234.4
Sep 8  2019  5:47:22 AM,150.8, No Probe, No Probe,233.9
Sep 8  2019  5:47:32 AM,150.8, No Probe, No Probe,233.5
Sep 8  2019  5:47:39 AM,150.8, No Probe, No Probe,233.4
Sep 8  2019  5:47:50 AM,150.9, No Probe, No Probe,233.4
Sep 8  2019  5:47:59 AM,150.9, No Probe, No Probe,232.9
Sep 8  2019  5:48:09 AM,150.9, No Probe, No Probe,232.6
Sep 8  2019  5:48:19 AM,150.9, No Probe, No Probe,232.6
Sep 8  2019  5:48:29 AM,150.9, No Probe, No Probe,232.4
Sep 8  2019  5:48:39 AM,150.9, No Probe, No Probe,232.5
Sep 8  2019  5:48:49 AM,150.9, No Probe, No Probe,232.6
Sep 8  2019  5:48:59 AM,151.0, No Probe, No Probe,232.6
Sep 8  2019  5:49:09 AM,150.9, No Probe, No Probe,232.2
Sep 8  2019  5:49:19 AM,151.0, No Probe, No Probe,232.5
Sep 8  2019  5:49:29 AM,151.0, No Probe, No Probe,232.0
Sep 8  2019  5:49:40 AM,151.0, No Probe, No Probe,232.2
Sep 8  2019  5:49:50 AM,151.1, No Probe, No Probe,231.7
Sep 8  2019  5:49:59 AM,151.1, No Probe, No Probe,231.8
Sep 8  2019  5:50:09 AM,151.1, No Probe, No Probe,231.5
Sep 8  2019  5:50:19 AM,151.1, No Probe, No Probe,231.7
Sep 8  2019  5:50:29 AM,151.0, No Probe, No Probe,231.9
Sep 8  2019  5:50:39 AM,151.1, No Probe, No Probe,231.8
Sep 8  2019  5:50:50 AM,151.2, No Probe, No Probe,231.1
Sep 8  2019  5:50:59 AM,151.1, No Probe, No Probe,231.2
Sep 8  2019  5:51:09 AM,151.2, No Probe, No Probe,231.1
Sep 8  2019  5:51:19 AM,151.2, No Probe, No Probe,231.2
Sep 8  2019  5:51:29 AM,151.3, No Probe, No Probe,231.2
Sep 8  2019  5:51:39 AM,151.3, No Probe, No Probe,231.0
Sep 8  2019  5:51:50 AM,151.2, No Probe, No Probe,231.0
Sep 8  2019  5:52:00 AM,151.2, No Probe, No Probe,230.7
Sep 8  2019  5:52:09 AM,151.3, No Probe, No Probe,230.4
Sep 8  2019  5:52:20 AM,151.3, No Probe, No Probe,230.3
Sep 8  2019  5:52:29 AM,151.3, No Probe, No Probe,229.9
Sep 8  2019  5:52:39 AM,151.3, No Probe, No Probe,229.7
Sep 8  2019  5:52:49 AM,151.4, No Probe, No Probe,230.1
Sep 8  2019  5:52:59 AM,151.4, No Probe, No Probe,229.9
Sep 8  2019  5:53:09 AM,151.4, No Probe, No Probe,229.8
Sep 8  2019  5:53:20 AM,151.4, No Probe, No Probe,229.6
Sep 8  2019  5:53:29 AM,151.4, No Probe, No Probe,229.7
Sep 8  2019  5:53:34 AM,151.4, No Probe, No Probe,229.8
Sep 8  2019  5:53:45 AM,151.4, No Probe, No Probe,229.6
Sep 8  2019  5:53:55 AM,151.4, No Probe, No Probe,229.7
Sep 8  2019  5:54:04 AM,151.4, No Probe, No Probe,229.9
Sep 8  2019  5:54:14 AM,151.4, No Probe, No Probe,230.3
Sep 8  2019  5:54:24 AM,151.4, No Probe, No Probe,230.9
Sep 8  2019  5:54:35 AM,151.5, No Probe, No Probe,231.0
Sep 8  2019  5:54:44 AM,151.5, No Probe, No Probe,231.2
Sep 8  2019  5:54:54 AM,151.5, No Probe, No Probe,231.2
Sep 8  2019  5:55:04 AM,151.5, No Probe, No Probe,231.2
Sep 8  2019  5:55:14 AM,151.5, No Probe, No Probe,231.1
Sep 8  2019  5:55:25 AM,151.5, No Probe, No Probe,231.3
